iter	Passed	Remaining
1723	3362	1025
1724	3364	1023
1725	3366	1021
1726	3368	1019
1727	3369	1017
1728	3372	1016
1729	3374	1014
1730	3376	1012
1731	3377	1010
1732	3379	1008
1733	3381	1006
1734	3383	1004
1735	3384	1002
1736	3386	1000
1737	3389	998
1738	3391	996
1739	3392	994
1740	3394	992
1741	3396	990
1742	3398	988
1743	3399	986
1744	3401	984
1745	3403	982
1746	3405	980
1747	3407	978
1748	3408	976
1749	3410	974
1750	3412	972
1751	3414	970
1752	3415	968
1753	3417	966
1754	3419	964
1755	3421	962
1756	3423	960
1757	3425	958
1758	3427	956
1759	3428	954
1760	3430	952
1761	3432	950
1762	3434	948
1763	3436	946
1764	3437	944
1765	3439	942
1766	3441	940
1767	3442	938
1768	3444	936
1769	3446	934
1770	3448	932
1771	3450	930
1772	3452	928
1773	3453	926
1774	3455	924
1775	3457	922
1776	3459	920
1777	3461	918
1778	3463	916
1779	3464	914
1780	3466	912
1781	3469	911
1782	3471	909
1783	3473	907
1784	3474	905
1785	3476	903
1786	3478	901
1787	3480	899
1788	3481	897
1789	3483	895
1790	3485	893
1791	3487	891
1792	3489	889
1793	3491	887
1794	3493	885
1795	3494	883
1796	3496	881
1797	3498	879
1798	3500	877
1799	3502	875
1800	3504	873
1801	3506	871
1802	3507	869
1803	3509	867
1804	3511	865
1805	3513	863
1806	3514	861
1807	3516	859
1808	3518	857
1809	3520	855
1810	3521	853
1811	3523	851
1812	3525	849
1813	3527	847
1814	3528	845
1815	3530	843
1816	3532	841
1817	3534	839
1818	3536	837
1819	3538	835
1820	3539	833
1821	3541	831
1822	3543	829
1823	3544	827
1824	3546	825
1825	3548	824
1826	3550	822
1827	3552	820
1828	3554	818
1829	3556	816
1830	3557	814
1831	3559	812
1832	3561	810
1833	3563	808
1834	3565	806
1835	3567	804
1836	3568	802
1837	3570	800
1838	3572	798
1839	3574	796
1840	3576	794
1841	3578	792
1842	3580	790
1843	3581	788
1844	3583	786
1845	3585	784
1846	3587	782
1847	3588	780
1848	3590	778
1849	3592	776
1850	3594	774
1851	3596	772
1852	3598	770
1853	3599	768
1854	3601	766
1855	3603	764
1856	3605	762
1857	3606	760
1858	3608	758
1859	3610	757
1860	3612	755
1861	3614	753
1862	3615	751
1863	3617	749
1864	3619	747
1865	3621	745
1866	3623	743
1867	3625	741
1868	3627	739
1869	3629	737
1870	3631	735
1871	3632	733
1872	3634	731
1873	3636	729
1874	3638	727
1875	3639	725
1876	3641	723
1877	3643	721
1878	3645	719
1879	3647	717
1880	3649	715
1881	3651	713
1882	3652	711
1883	3654	709
1884	3656	707
1885	3658	706
1886	3660	704
1887	3663	702
1888	3665	700
1889	3667	698
1890	3669	696
1891	3671	694
1892	3673	692
1893	3675	690
1894	3677	688
1895	3679	686
1896	3681	685
1897	3682	683
1898	3684	681
1899	3686	679
1900	3688	677
1901	3690	675
1902	3692	673
1903	3693	671
1904	3695	669
1905	3697	667
1906	3699	665
1907	3700	663
1908	3702	661
1909	3704	659
1910	3706	657
1911	3708	655
1912	3710	653
1913	3711	651
1914	3713	649
1915	3715	647
1916	3716	645
1917	3718	643
1918	3720	641
1919	3722	639
1920	3724	637
1921	3726	635
1922	3728	633
1923	3729	631
1924	3731	629
1925	3733	628
1926	3734	626
1927	3736	624
1928	3738	622
1929	3740	620
1930	3742	618
1931	3744	616
1932	3746	614
1933	3748	612
1934	3749	610
1935	3751	608
1936	3753	606
1937	3755	604
1938	3758	602
1939	3759	600
1940	3761	598
1941	3763	596
1942	3765	594
1943	3766	592
1944	3768	590
1945	3770	589
1946	3772	587
1947	3774	585
1948	3775	583
1949	3777	581
1950	3779	579
1951	3781	577
1952	3783	575
1953	3784	573
1954	3786	571
1955	3788	569
1956	3790	567
1957	3792	565
1958	3793	563
1959	3795	561
1960	3797	559
1961	3799	557
1962	3801	555
1963	3802	553
1964	3804	551
1965	3806	549
1966	3808	547
1967	3810	545
1968	3811	543
1969	3813	542
1970	3815	540
1971	3817	538
1972	3819	536
1973	3820	534
1974	3822	532
1975	3824	530
1976	3826	528
1977	3827	526
1978	3829	524
1979	3831	522
1980	3833	520
1981	3835	518
1982	3837	516
1983	3839	514
1984	3841	512
1985	3842	510
1986	3844	508
1987	3846	506
1988	3848	504
1989	3850	503
1990	3852	501
1991	3853	499
1992	3855	497
1993	3857	495
1994	3859	493
1995	3861	491
1996	3863	489
1997	3865	487
1998	3866	485
1999	3868	483
2000	3870	481
2001	3872	479
2002	3874	477
2003	3875	475
2004	3877	473
2005	3879	471
2006	3881	469
2007	3883	467
2008	3884	466
2009	3886	464
2010	3888	462
2011	3890	460
2012	3891	458
2013	3893	456
2014	3895	454
2015	3897	452
2016	3899	450
2017	3900	448
2018	3902	446
2019	3904	444
2020	3906	442
2021	3907	440
2022	3909	438
2023	3911	436
2024	3913	434
2025	3915	432
2026	3917	430
2027	3918	428
2028	3920	427
2029	3922	425
2030	3924	423
2031	3925	421
2032	3927	419
2033	3929	417
2034	3932	415
2035	3934	413
2036	3936	411
2037	3938	409
2038	3940	407
2039	3941	405
2040	3943	403
2041	3945	401
2042	3947	399
2043	3949	398
2044	3951	396
2045	3952	394
2046	3954	392
2047	3956	390
2048	3958	388
2049	3960	386
2050	3961	384
2051	3963	382
2052	3965	380
2053	3967	378
2054	3969	376
2055	3972	374
2056	3973	372
2057	3975	370
2058	3977	368
2059	3979	367
2060	3981	365
2061	3983	363
2062	3984	361
2063	3986	359
2064	3988	357
2065	3990	355
2066	3992	353
2067	3993	351
2068	3995	349
2069	3997	347
2070	3999	345
2071	4000	343
2072	4002	341
2073	4004	339
2074	4006	337
2075	4008	335
2076	4009	333
2077	4011	332
2078	4013	330
2079	4015	328
2080	4017	326
2081	4018	324
2082	4020	322
2083	4022	320
2084	4024	318
2085	4025	316
2086	4028	314
2087	4030	312
2088	4031	310
2089	4033	308
2090	4035	306
2091	4037	304
2092	4040	303
2093	4041	301
2094	4043	299
2095	4045	297
2096	4047	295
2097	4049	293
2098	4051	291
2099	4053	289
2100	4054	287
2101	4056	285
2102	4058	283
2103	4060	281
2104	4062	279
2105	4063	277
2106	4065	275
2107	4067	273
2108	4068	272
2109	4070	270
2110	4072	268
2111	4074	266
2112	4076	264
2113	4078	262
2114	4079	260
2115	4081	258
2116	4083	256
2117	4085	254
2118	4087	252
2119	4088	250
2120	4090	248
2121	4092	246
2122	4094	244
2123	4096	242
2124	4097	241
2125	4099	239
2126	4101	237
2127	4103	235
2128	4105	233
2129	4106	231
2130	4108	229
2131	4110	227
2132	4112	225
2133	4113	223
2134	4115	221
2135	4117	219
2136	4119	217
2137	4121	215
2138	4123	213
2139	4124	212
2140	4126	210
2141	4128	208
2142	4130	206
2143	4131	204
2144	4133	202
2145	4135	200
2146	4137	198
2147	4139	196
2148	4141	194
2149	4143	192
2150	4145	190
2151	4147	188
2152	4149	186
2153	4150	184
2154	4152	183
2155	4155	181
2156	4157	179
2157	4158	177
2158	4160	175
2159	4162	173
2160	4164	171
2161	4165	169
2162	4167	167
2163	4169	165
2164	4171	163
2165	4173	161
2166	4174	159
2167	4176	157
2168	4178	156
2169	4180	154
2170	4181	152
2171	4184	150
2172	4186	148
2173	4188	146
2174	4189	144
2175	4191	142
2176	4193	140
2177	4195	138
2178	4197	136
2179	4198	134
2180	4200	132
2181	4202	130
2182	4204	129
2183	4206	127
2184	4208	125
2185	4209	123
2186	4211	121
2187	4213	119
2188	4215	117
2189	4217	115
2190	4218	113
2191	4220	111
2192	4222	109
2193	4224	107
2194	4225	105
2195	4227	103
2196	4229	102
2197	4231	100
2198	4232	98
2199	4234	96
2200	4236	94
2201	4238	92
2202	4240	90
2203	4242	88
2204	4243	86
2205	4245	84
2206	4247	82
2207	4249	80
2208	4251	78
2209	4253	76
2210	4254	75
2211	4256	73
2212	4258	71
2213	4260	69
2214	4261	67
2215	4264	65
2216	4265	63
2217	4267	61
2218	4269	59
2219	4271	57
2220	4273	55
2221	4274	53
2222	4276	51
2223	4278	50
2224	4280	48
2225	4282	46
2226	4283	44
2227	4285	42
2228	4287	40
2229	4289	38
2230	4290	36
2231	4292	34
2232	4294	32
2233	4297	30
2234	4299	28
2235	4301	26
2236	4303	25
2237	4304	23
2238	4306	21
2239	4308	19
2240	4310	17
2241	4312	15
2242	4314	13
2243	4315	11
2244	4317	9
2245	4319	7
2246	4321	5
2247	4322	3
2248	4324	1
2249	4326	0
