iter	RMSE
1666	6200.704024
1667	6195.843724
1668	6189.406655
1669	6187.151707
1670	6181.355237
1671	6180.822163
1672	6175.037829
1673	6172.0368
1674	6169.234687
1675	6166.865126
1676	6161.568062
1677	6156.197259
1678	6149.274085
1679	6145.099309
1680	6140.03145
1681	6136.819378
1682	6134.307672
1683	6132.651585
1684	6126.858564
1685	6123.376811
1686	6120.527032
1687	6117.936914
1688	6114.643984
1689	6110.500334
1690	6104.0224
1691	6103.232015
1692	6102.227648
1693	6098.785321
1694	6093.496775
1695	6090.134965
1696	6086.196031
1697	6081.026674
1698	6078.191397
1699	6075.95188
1700	6073.615018
1701	6068.672043
1702	6062.398642
1703	6061.028847
1704	6055.63641
1705	6053.043813
1706	6048.994368
1707	6046.946866
1708	6042.710119
1709	6039.267882
1710	6038.228731
1711	6037.684032
1712	6030.808736
1713	6026.28849
1714	6022.13144
1715	6017.324645
1716	6013.386496
1717	6008.885412
1718	6000.684914
1719	5996.012261
1720	5994.346719
1721	5988.927764
1722	5985.35587
1723	5984.593729
1724	5978.725591
1725	5974.513781
1726	5969.020304
1727	5968.505633
1728	5963.195482
1729	5959.286432
1730	5954.898683
1731	5951.301902
1732	5950.77566
1733	5945.995612
1734	5944.954091
1735	5938.233734
1736	5937.39297
1737	5932.953535
1738	5926.256495
1739	5921.273015
1740	5916.732454
1741	5910.35721
1742	5905.562312
1743	5899.357522
1744	5892.970202
1745	5890.113382
1746	5887.224158
1747	5880.558668
1748	5874.359051
1749	5870.290417
1750	5869.418262
1751	5866.41392
1752	5863.107657
1753	5859.41358
1754	5855.166014
1755	5851.24238
1756	5846.3825
1757	5839.841214
1758	5835.632413
1759	5831.807195
1760	5829.800787
1761	5824.072213
1762	5820.053674
1763	5815.761332
1764	5809.768284
1765	5805.946155
1766	5805.292182
1767	5798.122139
1768	5793.933316
1769	5788.149606
1770	5787.643668
1771	5780.971192
1772	5777.46844
1773	5772.347999
1774	5769.704315
1775	5767.017497
1776	5762.605765
1777	5756.310929
1778	5752.169148
1779	5748.200299
1780	5742.468196
1781	5738.150919
1782	5737.848096
1783	5734.906867
1784	5727.547759
1785	5727.169627
1786	5726.892535
1787	5722.781362
1788	5717.547642
1789	5712.577778
1790	5710.530084
1791	5703.194961
1792	5697.222049
1793	5692.900717
1794	5689.518839
1795	5684.766308
1796	5681.922437
1797	5679.810358
1798	5678.258201
1799	5676.812338
1800	5671.568971
1801	5671.068499
1802	5665.975423
1803	5659.152568
1804	5655.07082
1805	5649.116517
1806	5645.575196
1807	5642.196382
1808	5639.769225
1809	5633.348572
1810	5631.281417
1811	5625.024953
1812	5620.779495
1813	5615.041215
1814	5613.455118
1815	5609.619636
1816	5604.013201
1817	5598.589873
1818	5595.373533
1819	5593.062115
1820	5592.369234
1821	5588.840057
1822	5583.746777
1823	5581.040125
1824	5575.788282
1825	5570.476237
1826	5564.074758
1827	5560.010723
1828	5559.346927
1829	5556.138013
1830	5552.727892
1831	5547.360323
1832	5542.902662
1833	5542.468074
1834	5537.02718
1835	5530.150396
1836	5523.978011
1837	5521.433171
1838	5518.598708
1839	5514.892427
1840	5511.976593
1841	5508.821775
1842	5504.099459
1843	5496.885962
1844	5492.793853
1845	5489.867545
1846	5486.139589
1847	5479.822601
1848	5472.869418
1849	5468.887472
1850	5466.307244
1851	5460.391793
1852	5456.76298
1853	5452.901326
1854	5449.518188
1855	5445.010403
1856	5444.637632
1857	5438.389953
1858	5433.397232
1859	5431.903748
1860	5426.411629
1861	5423.381824
1862	5418.875427
1863	5414.114721
1864	5413.724801
1865	5411.745765
1866	5409.039643
1867	5406.190178
1868	5403.547723
1869	5401.89392
1870	5395.862995
1871	5393.359411
1872	5390.582665
1873	5386.959246
1874	5382.971304
1875	5377.376105
1876	5372.686414
1877	5369.413955
1878	5367.218741
1879	5361.534259
1880	5356.667126
1881	5352.270554
1882	5346.647696
1883	5343.177304
1884	5339.007545
1885	5336.431107
1886	5336.124615
1887	5333.061315
1888	5328.413977
1889	5326.662152
1890	5323.226426
1891	5318.304101
1892	5316.204427
1893	5314.064268
1894	5310.017451
1895	5304.643373
1896	5302.709564
1897	5297.374176
1898	5291.277079
1899	5287.628011
1900	5281.159573
1901	5276.407617
1902	5273.984582
1903	5271.990033
1904	5269.755718
1905	5265.162383
1906	5261.992979
1907	5258.649908
1908	5254.271341
1909	5251.888405
1910	5250.338676
1911	5245.298916
1912	5242.257884
1913	5239.425405
1914	5235.938299
1915	5230.26941
1916	5228.157018
1917	5225.719618
1918	5220.990324
1919	5215.608244
1920	5212.396019
1921	5210.763038
1922	5207.321381
1923	5201.40949
1924	5197.664864
1925	5193.630902
1926	5191.561083
1927	5189.266533
1928	5185.438484
1929	5181.074762
1930	5177.891527
1931	5173.217232
1932	5167.748971
1933	5165.11464
1934	5163.824159
1935	5161.825936
1936	5159.530315
1937	5157.628564
1938	5154.770381
1939	5151.957862
1940	5147.61954
1941	5143.991924
1942	5139.865245
1943	5135.742176
1944	5130.749431
1945	5126.244332
1946	5123.815821
1947	5120.175054
1948	5114.103727
1949	5110.39566
1950	5108.43044
1951	5105.68255
1952	5101.299795
1953	5098.247982
1954	5092.317988
1955	5087.206969
1956	5083.310597
1957	5078.760316
1958	5075.601013
1959	5072.344428
1960	5067.949174
1961	5063.464105
1962	5063.059648
1963	5057.640009
1964	5054.49896
1965	5052.234141
1966	5047.881609
1967	5043.344631
1968	5040.512394
1969	5038.200813
1970	5033.46295
1971	5030.201238
1972	5028.963797
1973	5023.462848
1974	5018.073526
1975	5015.250849
1976	5014.896359
1977	5012.35662
1978	5007.448253
1979	5002.561043
1980	4998.810158
1981	4995.207302
1982	4990.112365
1983	4987.000482
1984	4983.142797
1985	4977.822448
1986	4972.369875
1987	4970.277229
1988	4966.681513
1989	4964.289356
1990	4962.836723
1991	4962.262169
1992	4957.113674
1993	4952.324683
1994	4947.849887
1995	4942.810643
1996	4940.759037
1997	4937.75655
1998	4936.743806
1999	4931.241843
2000	4928.052786
2001	4923.949799
2002	4919.076468
2003	4917.739953
2004	4913.5309
2005	4909.730359
2006	4905.455685
2007	4900.986673
2008	4897.787366
2009	4895.949294
2010	4891.748076
2011	4889.173541
2012	4884.663782
2013	4881.120463
2014	4877.515188
2015	4876.549878
2016	4872.853955
2017	4869.73765
2018	4866.770174
2019	4865.258373
2020	4860.037244
2021	4854.754027
2022	4849.934545
2023	4846.286401
2024	4845.825232
2025	4842.621656
2026	4838.828663
2027	4834.34819
2028	4832.141264
2029	4829.139271
2030	4825.428731
2031	4821.743729
2032	4818.940253
2033	4816.376634
2034	4813.092504
2035	4811.605899
2036	4807.446184
2037	4803.864665
2038	4801.362838
2039	4799.997642
2040	4796.03619
2041	4793.614865
2042	4787.411687
2043	4781.867023
2044	4778.592965
2045	4776.824408
2046	4775.522085
2047	4771.624162
2048	4771.268165
2049	4768.322119
2050	4765.732813
2051	4764.202092
2052	4761.749124
2053	4758.310833
2054	4757.637882
2055	4754.122453
2056	4749.626344
2057	4745.527518
2058	4743.06191
2059	4741.889282
2060	4739.398826
2061	4735.140325
2062	4732.66818
2063	4729.715429
2064	4726.080568
2065	4722.382444
2066	4720.968929
2067	4718.39788
2068	4713.998019
2069	4711.521211
2070	4709.872624
2071	4706.441936
2072	4705.364098
2073	4699.442301
2074	4695.98327
2075	4693.600014
2076	4690.67754
2077	4687.168026
2078	4683.573735
2079	4678.761992
2080	4673.588865
2081	4671.186404
2082	4667.932668
2083	4662.787091
2084	4656.892123
2085	4654.426705
2086	4650.311047
2087	4648.292561
2088	4643.80806
2089	4640.786958
2090	4637.05656
2091	4632.765785
2092	4627.791706
2093	4624.036153
2094	4620.747277
2095	4616.986381
2096	4614.532122
2097	4612.186012
2098	4611.497824
2099	4608.669284
2100	4605.375354
2101	4599.517215
2102	4593.72692
2103	4590.927214
2104	4587.457757
2105	4582.715885
2106	4581.169602
2107	4578.035828
2108	4575.858652
2109	4571.663112
2110	4570.388345
2111	4568.56311
2112	4563.935744
2113	4559.96558
2114	4556.819171
2115	4555.791765
2116	4551.955437
2117	4549.991224
2118	4545.777391
2119	4542.431735
2120	4539.915871
2121	4537.334557
2122	4534.332061
2123	4530.648028
2124	4526.924275
2125	4523.050789
2126	4520.462484
2127	4516.672146
2128	4514.538416
2129	4511.139598
2130	4510.65276
2131	4506.429552
2132	4503.451789
2133	4500.899525
2134	4498.262571
2135	4495.60952
2136	4491.077874
2137	4485.739301
2138	4483.653901
2139	4479.512743
2140	4476.971434
2141	4474.533487
2142	4471.305677
2143	4466.974614
2144	4463.717513
2145	4461.947991
2146	4459.758913
2147	4453.940245
2148	4449.844139
2149	4447.107667
2150	4446.36163
2151	4444.178319
2152	4441.015408
2153	4437.783432
2154	4435.528209
2155	4431.428616
2156	4429.107124
2157	4424.858628
2158	4421.263858
2159	4418.627912
2160	4415.4846
2161	4412.351876
2162	4411.45951
2163	4409.487191
2164	4408.201989
2165	4405.412507
2166	4402.730422
2167	4400.915056
2168	4397.370502
2169	4393.453359
2170	4388.253037
2171	4384.8686
2172	4381.265473
2173	4379.033866
2174	4375.881859
2175	4373.743855
2176	4371.683688
2177	4367.611069
2178	4364.848228
2179	4360.507118
2180	4356.025632
2181	4354.227195
2182	4350.545811
2183	4348.09834
2184	4344.837503
2185	4344.326219
2186	4341.162102
2187	4337.980128
2188	4335.451816
2189	4333.632805
2190	4331.683478
2191	4329.400411
2192	4325.749118
2193	4322.083079
2194	4321.881876
2195	4319.323986
2196	4317.323184
2197	4312.901327
2198	4308.700815
2199	4304.884159
2200	4301.282813
2201	4299.277562
2202	4296.988927
2203	4294.860591
2204	4290.550367
2205	4286.540741
2206	4283.764394
2207	4281.534986
2208	4280.185369
2209	4277.373421
2210	4273.315105
2211	4271.360709
2212	4266.956854
2213	4263.296039
2214	4259.575273
2215	4256.960872
2216	4252.828758
2217	4249.547476
2218	4247.364534
2219	4242.31486
2220	4239.994652
2221	4238.383726
2222	4235.817522
2223	4232.835852
2224	4230.253105
2225	4227.047409
2226	4224.158696
2227	4222.722365
2228	4217.721254
2229	4215.17599
2230	4214.519889
2231	4212.033383
2232	4210.084244
2233	4206.95597
2234	4202.961823
2235	4200.656429
2236	4197.434418
2237	4197.182836
2238	4194.983657
2239	4191.361802
2240	4186.880208
2241	4182.779841
2242	4179.045183
2243	4177.750775
2244	4175.755929
2245	4173.758867
2246	4172.68713
2247	4170.594846
2248	4170.441222
2249	4170.289748
